PassengerId,Survived,Age,SibSp,Parch,Fare,Embarked,male,C,Q,S,pclass_1,pclass_2,pclass_3
1252,,14.5,8,2,69.55,S,1.0,0,0,1.0,0,0,1.0
362,0.0,29.0,1,0,27.7208,C,1.0,1.0,0,0,0,1.0,0
1253,,24.0,1,1,37.0042,C,1.0,1.0,0,0,0,1.0,0
363,0.0,45.0,0,1,14.4542,C,0,1.0,0,0,0,0,1.0
1254,,31.0,0,0,21.0,S,0,1.0,0,0,0,0,1.0
364,0.0,35.0,0,0,7.05,S,1.0,0,0,1.0,0,0,1.0
1255,,27.0,0,0,8.6625,S,1.0,0,0,1.0,0,0,1.0
365,0.0,29.7,1,0,15.5,Q,1.0,0,1.0,0,0,0,1.0
1256,,25.0,1,0,55.4417,C,1.0,0,1.0,0,0,0,1.0
366,0.0,30.0,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
1257,,30.3,1,9,69.55,S,1.0,0,0,1.0,0,0,1.0
367,1.0,60.0,1,0,75.25,C,0,1.0,0,0,1.0,0,0
1258,,30.3,1,0,14.4583,C,0,1.0,0,0,1.0,0,0
368,1.0,29.7,0,0,7.2292,C,0,1.0,0,0,0,0,1.0
1259,,22.0,0,0,39.6875,S,0,1.0,0,0,0,0,1.0
369,1.0,29.7,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
1260,,45.0,0,1,59.4,C,0,0,1.0,0,0,0,1.0
370,1.0,24.0,0,0,69.3,C,0,1.0,0,0,1.0,0,0
1261,,29.0,0,0,13.8583,C,0,1.0,0,0,1.0,0,0
371,1.0,25.0,1,0,55.4417,C,1.0,1.0,0,0,1.0,0,0
1262,,21.0,1,0,11.5,S,1.0,1.0,0,0,1.0,0,0
372,0.0,18.0,1,0,6.4958,S,1.0,0,0,1.0,0,0,1.0
1263,,31.0,0,0,134.5,C,1.0,0,0,1.0,0,0,1.0
373,0.0,19.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
1264,,49.0,0,0,0.0,S,1.0,0,0,1.0,0,0,1.0
374,0.0,22.0,0,0,135.6333,C,1.0,1.0,0,0,1.0,0,0
1265,,44.0,0,0,13.0,S,1.0,1.0,0,0,1.0,0,0
375,0.0,3.0,3,1,21.075,S,0,0,0,1.0,0,0,1.0
1266,,54.0,1,1,81.8583,S,0,0,0,1.0,0,0,1.0
376,1.0,29.7,1,0,82.1708,C,0,1.0,0,0,1.0,0,0
1267,,45.0,0,0,262.375,C,0,1.0,0,0,1.0,0,0
377,1.0,22.0,0,0,7.25,S,0,0,0,1.0,0,0,1.0
1268,,22.0,2,0,8.6625,S,0,0,0,1.0,0,0,1.0
378,0.0,27.0,0,2,211.5,C,1.0,1.0,0,0,1.0,0,0
1269,,21.0,0,0,11.5,S,1.0,1.0,0,0,1.0,0,0
379,0.0,20.0,0,0,4.0125,C,1.0,1.0,0,0,0,0,1.0
1270,,55.0,0,0,50.0,S,1.0,1.0,0,0,0,0,1.0
380,0.0,19.0,0,0,7.775,S,1.0,0,0,1.0,0,0,1.0
1271,,5.0,4,2,31.3875,S,1.0,0,0,1.0,0,0,1.0
381,1.0,42.0,0,0,227.525,C,0,1.0,0,0,1.0,0,0
1272,,30.3,0,0,7.75,Q,0,1.0,0,0,1.0,0,0
382,1.0,1.0,0,2,15.7417,C,0,1.0,0,0,0,0,1.0
1273,,26.0,0,0,7.8792,Q,0,1.0,0,0,0,0,1.0
383,0.0,32.0,0,0,7.925,S,1.0,0,0,1.0,0,0,1.0
1274,,30.3,0,0,14.5,S,1.0,0,0,1.0,0,0,1.0
384,1.0,35.0,1,0,52.0,S,0,0,0,1.0,1.0,0,0
1275,,19.0,1,0,16.1,S,0,0,0,1.0,1.0,0,0
385,0.0,29.7,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1276,,30.3,0,0,12.875,S,1.0,0,0,1.0,0,0,1.0
386,0.0,18.0,0,0,73.5,S,1.0,0,0,1.0,0,1.0,0
1277,,24.0,1,2,65.0,S,1.0,0,0,1.0,0,1.0,0
387,0.0,1.0,5,2,46.9,S,1.0,0,0,1.0,0,0,1.0
1278,,24.0,0,0,7.775,S,1.0,0,0,1.0,0,0,1.0
388,1.0,36.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
1279,,57.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
389,0.0,29.7,0,0,7.7292,Q,1.0,0,1.0,0,0,0,1.0
1280,,21.0,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
390,1.0,17.0,0,0,12.0,C,0,1.0,0,0,0,1.0,0
1281,,6.0,3,1,21.075,S,0,1.0,0,0,0,1.0,0
391,1.0,36.0,1,2,120.0,S,1.0,0,0,1.0,1.0,0,0
1282,,23.0,0,0,93.5,S,1.0,0,0,1.0,1.0,0,0
392,1.0,21.0,0,0,7.7958,S,1.0,0,0,1.0,0,0,1.0
1283,,51.0,0,1,39.4,S,1.0,0,0,1.0,0,0,1.0
393,0.0,28.0,2,0,7.925,S,1.0,0,0,1.0,0,0,1.0
1284,,13.0,0,2,20.25,S,1.0,0,0,1.0,0,0,1.0
394,1.0,23.0,1,0,113.275,C,0,1.0,0,0,1.0,0,0
1285,,47.0,0,0,10.5,S,0,1.0,0,0,1.0,0,0
395,1.0,24.0,0,2,16.7,S,0,0,0,1.0,0,0,1.0
1286,,29.0,3,1,22.025,S,0,0,0,1.0,0,0,1.0
396,0.0,22.0,0,0,7.7958,S,1.0,0,0,1.0,0,0,1.0
1287,,18.0,1,0,60.0,S,1.0,0,0,1.0,0,0,1.0
397,0.0,31.0,0,0,7.8542,S,0,0,0,1.0,0,0,1.0
1288,,24.0,0,0,7.25,Q,0,0,0,1.0,0,0,1.0
398,0.0,46.0,0,0,26.0,S,1.0,0,0,1.0,0,1.0,0
1289,,48.0,1,1,79.2,C,1.0,0,0,1.0,0,1.0,0
399,0.0,23.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
1290,,22.0,0,0,7.775,S,1.0,0,0,1.0,0,1.0,0
400,1.0,28.0,0,0,12.65,S,0,0,0,1.0,0,1.0,0
1291,,31.0,0,0,7.7333,Q,0,0,0,1.0,0,1.0,0
401,1.0,39.0,0,0,7.925,S,1.0,0,0,1.0,0,0,1.0
1292,,30.0,0,0,164.8667,S,1.0,0,0,1.0,0,0,1.0
402,0.0,26.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
1293,,38.0,1,0,21.0,S,1.0,0,0,1.0,0,0,1.0
403,0.0,21.0,1,0,9.825,S,0,0,0,1.0,0,0,1.0
1294,,22.0,0,1,59.4,C,0,0,0,1.0,0,0,1.0
404,0.0,28.0,1,0,15.85,S,1.0,0,0,1.0,0,0,1.0
1295,,17.0,0,0,47.1,S,1.0,0,0,1.0,0,0,1.0
405,0.0,20.0,0,0,8.6625,S,0,0,0,1.0,0,0,1.0
1296,,43.0,1,0,27.7208,C,0,0,0,1.0,0,0,1.0
406,0.0,34.0,1,0,21.0,S,1.0,0,0,1.0,0,1.0,0
1297,,20.0,0,0,13.8625,C,1.0,0,0,1.0,0,1.0,0
407,0.0,51.0,0,0,7.75,S,1.0,0,0,1.0,0,0,1.0
1298,,23.0,1,0,10.5,S,1.0,0,0,1.0,0,0,1.0
408,1.0,3.0,1,1,18.75,S,1.0,0,0,1.0,0,1.0,0
1299,,50.0,1,1,211.5,C,1.0,0,0,1.0,0,1.0,0
409,0.0,21.0,0,0,7.775,S,1.0,0,0,1.0,0,0,1.0
1300,,30.3,0,0,7.7208,Q,1.0,0,0,1.0,0,0,1.0
410,0.0,29.7,3,1,25.4667,S,0,0,0,1.0,0,0,1.0
1301,,3.0,1,1,13.775,S,0,0,0,1.0,0,0,1.0
411,0.0,29.7,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
1302,,30.3,0,0,7.75,Q,1.0,0,0,1.0,0,0,1.0
412,0.0,29.7,0,0,6.8583,Q,1.0,0,1.0,0,0,0,1.0
1303,,37.0,1,0,90.0,Q,1.0,0,1.0,0,0,0,1.0
413,1.0,33.0,1,0,90.0,Q,0,0,1.0,0,1.0,0,0
1304,,28.0,0,0,7.775,S,0,0,1.0,0,1.0,0,0
414,0.0,29.7,0,0,0.0,S,1.0,0,0,1.0,0,1.0,0
1305,,30.3,0,0,8.05,S,1.0,0,0,1.0,0,1.0,0
415,1.0,44.0,0,0,7.925,S,1.0,0,0,1.0,0,0,1.0
1306,,39.0,0,0,108.9,C,1.0,0,0,1.0,0,0,1.0
416,0.0,29.7,0,0,8.05,S,0,0,0,1.0,0,0,1.0
1307,,38.5,0,0,7.25,S,0,0,0,1.0,0,0,1.0
417,1.0,34.0,1,1,32.5,S,0,0,0,1.0,0,1.0,0
1308,,30.3,0,0,8.05,S,0,0,0,1.0,0,1.0,0
418,1.0,18.0,0,2,13.0,S,0,0,0,1.0,0,1.0,0
1309,,30.3,1,1,22.3583,C,0,0,0,1.0,0,1.0,0
419,0.0,30.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
420,0.0,10.0,0,2,24.15,S,0,0,0,1.0,0,0,1.0
421,0.0,29.7,0,0,7.8958,C,1.0,1.0,0,0,0,0,1.0
422,0.0,21.0,0,0,7.7333,Q,1.0,0,1.0,0,0,0,1.0
423,0.0,29.0,0,0,7.875,S,1.0,0,0,1.0,0,0,1.0
424,0.0,28.0,1,1,14.4,S,0,0,0,1.0,0,0,1.0
425,0.0,18.0,1,1,20.2125,S,1.0,0,0,1.0,0,0,1.0
426,0.0,29.7,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
427,1.0,28.0,1,0,26.0,S,0,0,0,1.0,0,1.0,0
428,1.0,19.0,0,0,26.0,S,0,0,0,1.0,0,1.0,0
429,0.0,29.7,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
430,1.0,32.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
431,1.0,28.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
432,1.0,29.7,1,0,16.1,S,0,0,0,1.0,0,0,1.0
433,1.0,42.0,1,0,26.0,S,0,0,0,1.0,0,1.0,0
434,0.0,17.0,0,0,7.125,S,1.0,0,0,1.0,0,0,1.0
435,0.0,50.0,1,0,55.9,S,1.0,0,0,1.0,1.0,0,0
436,1.0,14.0,1,2,120.0,S,0,0,0,1.0,1.0,0,0
437,0.0,21.0,2,2,34.375,S,0,0,0,1.0,0,0,1.0
438,1.0,24.0,2,3,18.75,S,0,0,0,1.0,0,1.0,0
439,0.0,64.0,1,4,263.0,S,1.0,0,0,1.0,1.0,0,0
440,0.0,31.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
441,1.0,45.0,1,1,26.25,S,0,0,0,1.0,0,1.0,0
442,0.0,20.0,0,0,9.5,S,1.0,0,0,1.0,0,0,1.0
443,0.0,25.0,1,0,7.775,S,1.0,0,0,1.0,0,0,1.0
444,1.0,28.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
445,1.0,29.7,0,0,8.1125,S,1.0,0,0,1.0,0,0,1.0
446,1.0,4.0,0,2,81.8583,S,1.0,0,0,1.0,1.0,0,0
447,1.0,13.0,0,1,19.5,S,0,0,0,1.0,0,1.0,0
448,1.0,34.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
449,1.0,5.0,2,1,19.2583,C,0,1.0,0,0,0,0,1.0
450,1.0,52.0,0,0,30.5,S,1.0,0,0,1.0,1.0,0,0
451,0.0,36.0,1,2,27.75,S,1.0,0,0,1.0,0,1.0,0
452,0.0,29.7,1,0,19.9667,S,1.0,0,0,1.0,0,0,1.0
453,0.0,30.0,0,0,27.75,C,1.0,1.0,0,0,1.0,0,0
454,1.0,49.0,1,0,89.1042,C,1.0,1.0,0,0,1.0,0,0
455,0.0,29.7,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
456,1.0,29.0,0,0,7.8958,C,1.0,1.0,0,0,0,0,1.0
457,0.0,65.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
458,1.0,29.7,1,0,51.8625,S,0,0,0,1.0,1.0,0,0
459,1.0,50.0,0,0,10.5,S,0,0,0,1.0,0,1.0,0
460,0.0,29.7,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
461,1.0,48.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
462,0.0,34.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
463,0.0,47.0,0,0,38.5,S,1.0,0,0,1.0,1.0,0,0
464,0.0,48.0,0,0,13.0,S,1.0,0,0,1.0,0,1.0,0
465,0.0,29.7,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
466,0.0,38.0,0,0,7.05,S,1.0,0,0,1.0,0,0,1.0
467,0.0,29.7,0,0,0.0,S,1.0,0,0,1.0,0,1.0,0
468,0.0,56.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
469,0.0,29.7,0,0,7.725,Q,1.0,0,1.0,0,0,0,1.0
470,1.0,0.75,2,1,19.2583,C,0,1.0,0,0,0,0,1.0
471,0.0,29.7,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
472,0.0,38.0,0,0,8.6625,S,1.0,0,0,1.0,0,0,1.0
473,1.0,33.0,1,2,27.75,S,0,0,0,1.0,0,1.0,0
474,1.0,23.0,0,0,13.7917,C,0,1.0,0,0,0,1.0,0
475,0.0,22.0,0,0,9.8375,S,0,0,0,1.0,0,0,1.0
476,0.0,29.7,0,0,52.0,S,1.0,0,0,1.0,1.0,0,0
477,0.0,34.0,1,0,21.0,S,1.0,0,0,1.0,0,1.0,0
478,0.0,29.0,1,0,7.0458,S,1.0,0,0,1.0,0,0,1.0
479,0.0,22.0,0,0,7.5208,S,1.0,0,0,1.0,0,0,1.0
480,1.0,2.0,0,1,12.2875,S,0,0,0,1.0,0,0,1.0
481,0.0,9.0,5,2,46.9,S,1.0,0,0,1.0,0,0,1.0
482,0.0,29.7,0,0,0.0,S,1.0,0,0,1.0,0,1.0,0
483,0.0,50.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
484,1.0,63.0,0,0,9.5875,S,0,0,0,1.0,0,0,1.0
485,1.0,25.0,1,0,91.0792,C,1.0,1.0,0,0,1.0,0,0
486,0.0,29.7,3,1,25.4667,S,0,0,0,1.0,0,0,1.0
487,1.0,35.0,1,0,90.0,S,0,0,0,1.0,1.0,0,0
488,0.0,58.0,0,0,29.7,C,1.0,1.0,0,0,1.0,0,0
489,0.0,30.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
490,1.0,9.0,1,1,15.9,S,1.0,0,0,1.0,0,0,1.0
491,0.0,29.7,1,0,19.9667,S,1.0,0,0,1.0,0,0,1.0
492,0.0,21.0,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
493,0.0,55.0,0,0,30.5,S,1.0,0,0,1.0,1.0,0,0
494,0.0,71.0,0,0,49.5042,C,1.0,1.0,0,0,1.0,0,0
495,0.0,21.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
496,0.0,29.7,0,0,14.4583,C,1.0,1.0,0,0,0,0,1.0
497,1.0,54.0,1,0,78.2667,C,0,1.0,0,0,1.0,0,0
498,0.0,29.7,0,0,15.1,S,1.0,0,0,1.0,0,0,1.0
499,0.0,25.0,1,2,151.55,S,0,0,0,1.0,1.0,0,0
500,0.0,24.0,0,0,7.7958,S,1.0,0,0,1.0,0,0,1.0
501,0.0,17.0,0,0,8.6625,S,1.0,0,0,1.0,0,0,1.0
502,0.0,21.0,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
503,0.0,29.7,0,0,7.6292,Q,0,0,1.0,0,0,0,1.0
504,0.0,37.0,0,0,9.5875,S,0,0,0,1.0,0,0,1.0
505,1.0,16.0,0,0,86.5,S,0,0,0,1.0,1.0,0,0
506,0.0,18.0,1,0,108.9,C,1.0,1.0,0,0,1.0,0,0
507,1.0,33.0,0,2,26.0,S,0,0,0,1.0,0,1.0,0
508,1.0,29.7,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
509,0.0,28.0,0,0,22.525,S,1.0,0,0,1.0,0,0,1.0
510,1.0,26.0,0,0,56.4958,S,1.0,0,0,1.0,0,0,1.0
511,1.0,29.0,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
512,0.0,29.7,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
513,1.0,36.0,0,0,26.2875,S,1.0,0,0,1.0,1.0,0,0
514,1.0,54.0,1,0,59.4,C,0,1.0,0,0,1.0,0,0
515,0.0,24.0,0,0,7.4958,S,1.0,0,0,1.0,0,0,1.0
516,0.0,47.0,0,0,34.0208,S,1.0,0,0,1.0,1.0,0,0
517,1.0,34.0,0,0,10.5,S,0,0,0,1.0,0,1.0,0
518,0.0,29.7,0,0,24.15,Q,1.0,0,1.0,0,0,0,1.0
519,1.0,36.0,1,0,26.0,S,0,0,0,1.0,0,1.0,0
520,0.0,32.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
521,1.0,30.0,0,0,93.5,S,0,0,0,1.0,1.0,0,0
522,0.0,22.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
523,0.0,29.7,0,0,7.225,C,1.0,1.0,0,0,0,0,1.0
524,1.0,44.0,0,1,57.9792,C,0,1.0,0,0,1.0,0,0
525,0.0,29.7,0,0,7.2292,C,1.0,1.0,0,0,0,0,1.0
526,0.0,40.5,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
527,1.0,50.0,0,0,10.5,S,0,0,0,1.0,0,1.0,0
528,0.0,29.7,0,0,221.7792,S,1.0,0,0,1.0,1.0,0,0
529,0.0,39.0,0,0,7.925,S,1.0,0,0,1.0,0,0,1.0
530,0.0,23.0,2,1,11.5,S,1.0,0,0,1.0,0,1.0,0
531,1.0,2.0,1,1,26.0,S,0,0,0,1.0,0,1.0,0
532,0.0,29.7,0,0,7.2292,C,1.0,1.0,0,0,0,0,1.0
533,0.0,17.0,1,1,7.2292,C,1.0,1.0,0,0,0,0,1.0
534,1.0,29.7,0,2,22.3583,C,0,1.0,0,0,0,0,1.0
535,0.0,30.0,0,0,8.6625,S,0,0,0,1.0,0,0,1.0
536,1.0,7.0,0,2,26.25,S,0,0,0,1.0,0,1.0,0
537,0.0,45.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
538,1.0,30.0,0,0,106.425,C,0,1.0,0,0,1.0,0,0
539,0.0,29.7,0,0,14.5,S,1.0,0,0,1.0,0,0,1.0
540,1.0,22.0,0,2,49.5,C,0,1.0,0,0,1.0,0,0
541,1.0,36.0,0,2,71.0,S,0,0,0,1.0,1.0,0,0
542,0.0,9.0,4,2,31.275,S,0,0,0,1.0,0,0,1.0
543,0.0,11.0,4,2,31.275,S,0,0,0,1.0,0,0,1.0
544,1.0,32.0,1,0,26.0,S,1.0,0,0,1.0,0,1.0,0
545,0.0,50.0,1,0,106.425,C,1.0,1.0,0,0,1.0,0,0
546,0.0,64.0,0,0,26.0,S,1.0,0,0,1.0,1.0,0,0
547,1.0,19.0,1,0,26.0,S,0,0,0,1.0,0,1.0,0
548,1.0,29.7,0,0,13.8625,C,1.0,1.0,0,0,0,1.0,0
549,0.0,33.0,1,1,20.525,S,1.0,0,0,1.0,0,0,1.0
550,1.0,8.0,1,1,36.75,S,1.0,0,0,1.0,0,1.0,0
551,1.0,17.0,0,2,110.8833,C,1.0,1.0,0,0,1.0,0,0
552,0.0,27.0,0,0,26.0,S,1.0,0,0,1.0,0,1.0,0
553,0.0,29.7,0,0,7.8292,Q,1.0,0,1.0,0,0,0,1.0
554,1.0,22.0,0,0,7.225,C,1.0,1.0,0,0,0,0,1.0
555,1.0,22.0,0,0,7.775,S,0,0,0,1.0,0,0,1.0
556,0.0,62.0,0,0,26.55,S,1.0,0,0,1.0,1.0,0,0
557,1.0,48.0,1,0,39.6,C,0,1.0,0,0,1.0,0,0
558,0.0,29.7,0,0,227.525,C,1.0,1.0,0,0,1.0,0,0
559,1.0,39.0,1,1,79.65,S,0,0,0,1.0,1.0,0,0
560,1.0,36.0,1,0,17.4,S,0,0,0,1.0,0,0,1.0
561,0.0,29.7,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
562,0.0,40.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
563,0.0,28.0,0,0,13.5,S,1.0,0,0,1.0,0,1.0,0
564,0.0,29.7,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
565,0.0,29.7,0,0,8.05,S,0,0,0,1.0,0,0,1.0
566,0.0,24.0,2,0,24.15,S,1.0,0,0,1.0,0,0,1.0
567,0.0,19.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
568,0.0,29.0,0,4,21.075,S,0,0,0,1.0,0,0,1.0
569,0.0,29.7,0,0,7.2292,C,1.0,1.0,0,0,0,0,1.0
570,1.0,32.0,0,0,7.8542,S,1.0,0,0,1.0,0,0,1.0
571,1.0,62.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
572,1.0,53.0,2,0,51.4792,S,0,0,0,1.0,1.0,0,0
573,1.0,36.0,0,0,26.3875,S,1.0,0,0,1.0,1.0,0,0
574,1.0,29.7,0,0,7.75,Q,0,0,1.0,0,0,0,1.0
575,0.0,16.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
576,0.0,19.0,0,0,14.5,S,1.0,0,0,1.0,0,0,1.0
577,1.0,34.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
578,1.0,39.0,1,0,55.9,S,0,0,0,1.0,1.0,0,0
579,0.0,29.7,1,0,14.4583,C,0,1.0,0,0,0,0,1.0
580,1.0,32.0,0,0,7.925,S,1.0,0,0,1.0,0,0,1.0
581,1.0,25.0,1,1,30.0,S,0,0,0,1.0,0,1.0,0
582,1.0,39.0,1,1,110.8833,C,0,1.0,0,0,1.0,0,0
583,0.0,54.0,0,0,26.0,S,1.0,0,0,1.0,0,1.0,0
584,0.0,36.0,0,0,40.125,C,1.0,1.0,0,0,1.0,0,0
585,0.0,29.7,0,0,8.7125,C,1.0,1.0,0,0,0,0,1.0
586,1.0,18.0,0,2,79.65,S,0,0,0,1.0,1.0,0,0
587,0.0,47.0,0,0,15.0,S,1.0,0,0,1.0,0,1.0,0
588,1.0,60.0,1,1,79.2,C,1.0,1.0,0,0,1.0,0,0
589,0.0,22.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
590,0.0,29.7,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
591,0.0,35.0,0,0,7.125,S,1.0,0,0,1.0,0,0,1.0
592,1.0,52.0,1,0,78.2667,C,0,1.0,0,0,1.0,0,0
593,0.0,47.0,0,0,7.25,S,1.0,0,0,1.0,0,0,1.0
594,0.0,29.7,0,2,7.75,Q,0,0,1.0,0,0,0,1.0
595,0.0,37.0,1,0,26.0,S,1.0,0,0,1.0,0,1.0,0
596,0.0,36.0,1,1,24.15,S,1.0,0,0,1.0,0,0,1.0
597,1.0,29.7,0,0,33.0,S,0,0,0,1.0,0,1.0,0
598,0.0,49.0,0,0,0.0,S,1.0,0,0,1.0,0,0,1.0
599,0.0,29.7,0,0,7.225,C,1.0,1.0,0,0,0,0,1.0
600,1.0,49.0,1,0,56.9292,C,1.0,1.0,0,0,1.0,0,0
601,1.0,24.0,2,1,27.0,S,0,0,0,1.0,0,1.0,0
602,0.0,29.7,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
603,0.0,29.7,0,0,42.4,S,1.0,0,0,1.0,1.0,0,0
604,0.0,44.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
605,1.0,35.0,0,0,26.55,C,1.0,1.0,0,0,1.0,0,0
606,0.0,36.0,1,0,15.55,S,1.0,0,0,1.0,0,0,1.0
607,0.0,30.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
608,1.0,27.0,0,0,30.5,S,1.0,0,0,1.0,1.0,0,0
609,1.0,22.0,1,2,41.5792,C,0,1.0,0,0,0,1.0,0
610,1.0,40.0,0,0,153.4625,S,0,0,0,1.0,1.0,0,0
611,0.0,39.0,1,5,31.275,S,0,0,0,1.0,0,0,1.0
612,0.0,29.7,0,0,7.05,S,1.0,0,0,1.0,0,0,1.0
613,1.0,29.7,1,0,15.5,Q,0,0,1.0,0,0,0,1.0
614,0.0,29.7,0,0,7.75,Q,1.0,0,1.0,0,0,0,1.0
615,0.0,35.0,0,0,8.05,S,1.0,0,0,1.0,0,0,1.0
616,1.0,24.0,1,2,65.0,S,0,0,0,1.0,0,1.0,0
617,0.0,34.0,1,1,14.4,S,1.0,0,0,1.0,0,0,1.0
618,0.0,26.0,1,0,16.1,S,0,0,0,1.0,0,0,1.0
619,1.0,4.0,2,1,39.0,S,0,0,0,1.0,0,1.0,0
620,0.0,26.0,0,0,10.5,S,1.0,0,0,1.0,0,1.0,0
621,0.0,27.0,1,0,14.4542,C,1.0,1.0,0,0,0,0,1.0
622,1.0,42.0,1,0,52.5542,S,1.0,0,0,1.0,1.0,0,0
623,1.0,20.0,1,1,15.7417,C,1.0,1.0,0,0,0,0,1.0
624,0.0,21.0,0,0,7.8542,S,1.0,0,0,1.0,0,0,1.0
625,0.0,21.0,0,0,16.1,S,1.0,0,0,1.0,0,0,1.0
626,0.0,61.0,0,0,32.3208,S,1.0,0,0,1.0,1.0,0,0
627,0.0,57.0,0,0,12.35,Q,1.0,0,1.0,0,0,1.0,0
628,1.0,21.0,0,0,77.9583,S,0,0,0,1.0,1.0,0,0
629,0.0,26.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
630,0.0,29.7,0,0,7.7333,Q,1.0,0,1.0,0,0,0,1.0
631,1.0,80.0,0,0,30.0,S,1.0,0,0,1.0,1.0,0,0
632,0.0,51.0,0,0,7.0542,S,1.0,0,0,1.0,0,0,1.0
633,1.0,32.0,0,0,30.5,C,1.0,1.0,0,0,1.0,0,0
634,0.0,29.7,0,0,0.0,S,1.0,0,0,1.0,1.0,0,0
635,0.0,9.0,3,2,27.9,S,0,0,0,1.0,0,0,1.0
636,1.0,28.0,0,0,13.0,S,0,0,0,1.0,0,1.0,0
637,0.0,32.0,0,0,7.925,S,1.0,0,0,1.0,0,0,1.0
638,0.0,31.0,1,1,26.25,S,1.0,0,0,1.0,0,1.0,0
639,0.0,41.0,0,5,39.6875,S,0,0,0,1.0,0,0,1.0
640,0.0,29.7,1,0,16.1,S,1.0,0,0,1.0,0,0,1.0
641,0.0,20.0,0,0,7.8542,S,1.0,0,0,1.0,0,0,1.0
642,1.0,24.0,0,0,69.3,C,0,1.0,0,0,1.0,0,0
643,0.0,2.0,3,2,27.9,S,0,0,0,1.0,0,0,1.0
644,1.0,29.7,0,0,56.4958,S,1.0,0,0,1.0,0,0,1.0
645,1.0,0.75,2,1,19.2583,C,0,1.0,0,0,0,0,1.0
646,1.0,48.0,1,0,76.7292,C,1.0,1.0,0,0,1.0,0,0
647,0.0,19.0,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
648,1.0,56.0,0,0,35.5,C,1.0,1.0,0,0,1.0,0,0
649,0.0,29.7,0,0,7.55,S,1.0,0,0,1.0,0,0,1.0
650,1.0,23.0,0,0,7.55,S,0,0,0,1.0,0,0,1.0
651,0.0,29.7,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
652,1.0,18.0,0,1,23.0,S,0,0,0,1.0,0,1.0,0
653,0.0,21.0,0,0,8.4333,S,1.0,0,0,1.0,0,0,1.0
654,1.0,29.7,0,0,7.8292,Q,0,0,1.0,0,0,0,1.0
655,0.0,18.0,0,0,6.75,Q,0,0,1.0,0,0,0,1.0
656,0.0,24.0,2,0,73.5,S,1.0,0,0,1.0,0,1.0,0
657,0.0,29.7,0,0,7.8958,S,1.0,0,0,1.0,0,0,1.0
